Tweet,Label
bmkg memprakirakan bahwa hujan ringan berpotensi terjadi di sejumlah kota besar di indonesia.,Neutral
lukaku banyak banget disini dan kalo tiba2 keinget masih suka nangis & masih terasa sakit..,Sad
"aku loh sering banget begini,sampe temen-temenku suka sampe sumpah serapahin aku asli lupa banget,kayak berasa udah ngebales,eh taunya aku balesnya dalem hati sampe ada yang 6bulan kemudian batu ku bales,itupun aku ngehnya gara2 scroll chat,kalo ngga scroll bisa setahun:""(",Sad
bagus kan? aku suka banget banget,Love
"dulu (kesannya lama banget) waktu awal (early 2020 ?) suka sama ni cowok, cuma ada 3-4 acc doang yang isinya screencaps mark gini",Neutral
"syi'ah mesra sm pekai,..mk nya kenapa mrk bgtu benci sm islam dan ulama..",Neutral
"ga tau, ga ada kabar",Neutral
"aku adalah anak pemalas selalu riang serta mageran, karena aku rajin drakoran tak pernah tidur dan overtingking la la lalaa~~",Joy
"mauuuuu!! aku dari kemaren mau mcflurry banget nder t__t tapi mau yang biasa aja yang oreo t__t aku ga terlalu suka yang varian barunya, kemanisan t__t",Joy
gue juga takut.,Fear
elanga jan sedih:(,Sad
semangat membacaa,Joy
"dengan senang hati, kak ini, semoga bisa bantu memandu yaa,",Joy
"masih tingginya kasus omicron di indonesia, membuat para pelaku industri pariwisata di bali mengaku sangat khawatir dengan kondisi saat ini.meskipun pemerintah telah mencabut pembatasan wna yang ingin berkunjung ke indonesia, namun kunjungan wisatawan asing ke bali masih sepi",Neutral
kabar baiik yey,Joy
"kadrun kroco sih cuman dapet nasbung jk ada order demo. tp kini lg sepi order jd kelaparan mknya ngaco meracau jadinya, wkwk ngakak",Joy
yakin ilangin mie ayam? ko aku ragu?,Fear
selamat siang sender!! kebetulan saya avail sekarang dan lagi senggang banget cause i don't have anything to do now. bisa banget nanti kuta ngobrol-ngobrol dan jika kamu butuh saran saya akan bersenang hati memberikannya. bisa banget buat cerita apapun tanpa takut saya akan melayani,Neutral
kok sedih bgt,Sad
weekend nya ga santai banyak hapalan huft,Anger
untuk angkasa sendiri ga keberatan kalau mau diajak ngobrol santai atau nanti nanti mau deep talk juga oke banget ditemenin sama angkasa aku titip carrdnya di sini yaa! nanti kalau mau date sama angkasa boleh langsung dm aku,Neutral
alhamdulillah pagi-pagi denger kabar baik,Joy
lagi mau tanyain kabar tapi takut ganggu :(,Fear
"terlihat meyakinkan namun menyakitkan suatu saat kau akan mengingatku, entah sebagai orang bodoh yang berhasil kau tipu,atau sebagai orang baik yang kau sia sia kan.",Sad
sedih karena dibilang tolol sama ayank.,Sad
ini teel emang sepi apa gimana? kesepian,Sad
lah kann pada salty ngapa dah ak baru twt kaget anjir,Fear
"mental terbiasa instan hrs dihilangkan. dlm semua hal, sukses butuh proses dan tentunya hrs dibarengi progress. trofi hny bonus slm proses membangun tim yg solid. kecewa dg kekalahan dan kegagalan itu wajar. tp itu adlh jln yg hrs dilalui. badai pasti berlalu.",Neutral
begitu juga nggak masalah. sembuh sendiri 'kah? sama sekali didiamkan dan dibawa untuk aktifitas biasa? hati-hati nanti bisa radang. akhir pekan ayuning sudah ada rencana apa?,Neutral
bego sama cinta kadang beda tipis ya,Neutral
mkd kan sudah dilapori. hukumannya cuma ditegur. bangsat kayak arteria cuma ditegur ya gak mempan.,Anger
kemarin beli hibiscus berry yakult enak nder segerr,Joy
ketularan jd tukang boonk semua mereka ..gak punya malu muka tembok china ..,Anger
"serem krn ttg sikopet gt nder, aku nonton itu lbh eneg sm takut gegara mainnya bunuh2an, tp ttp nonton smpe abis krn penasaran",Fear
walaupun aku sedikit kecewa td malam krn bang twittis ngorok di space tp user gitar aku pengen ucapin selamat pagi bang jgn lupa ngopi . ada ga bang kopi merk suzuki?,Neutral
"its ok, lu bisa marah kok, manusia pantes buat marah atas perlakuan gak adil, tapi jgn sampe berpengaruh sama masa depan ya wkwk, cukup masa lalu, di masa lalu dia udh buang waktu mu jadi jgn sampe di masa depan dia buang waktu mu dengan cara yang berbeda.",Neutral
bangsat dah ini,Anger
sebenarnya zus memang tak sedap pun. biasa je bagi aku. kalau kopi banyak branch ni yang paling sedap tetap cbtl.,Neutral
"siapa tau lewat tl twitter anaknya, biar malu tu orang, makhlk tdk tau diri gitu",Anger
"hey ka rbfmsulbar :) mau request lagunya queen_jacks yang 5 menit saja dong :d puterin ya ;) makasih ^,~",Neutral
"saya pernah resign, dan memutuskan untuk berbisnis, setelah saya resign, saya tetap bangun pagi dan pakai kemeja, trus nongkrong kerja di cafe sampai sore, agar tetap terlihat bekerja semua itu saya lakukan agar ibu dan bapak saya tidak khawatir dengan keadaan saya .. cukup menyedihkan",Sad
"aku jengkel liat si akun yunnie azza a.k.a princes manula inj mb. cari nafkah aja masih berjuang di negara orang lain, sibuukk ngejahatin circle mb ivone di tl. dr kemarin sy liatin ss tweetnya, ngefitnah terus2an.",Anger
suka heran sama tipe manusia yg ga ada angin ga ada ujan tau2 sinis bgt tiap diajak ngobrol. tp cuma ke lu doang. ke yg lain b aja. kek why? kasih tau aja napa salah w dimana,Anger
"sumpah, gua udh nyaman pjj.. ngapain si ptm elah.. mana jam belajarnya lebih lamaa.. jam 12 aja gua udh ga kuat apalagi jam 2.. uprak gpp deh di rmh, tpi emg gua lebih suka uprak di rmh si.. soalnya klo di sekolh kek lebih ribet dua2 nya.. gpp juga bikin video, udh kebal gua",Love
senang bgt ya bs mengumrohkan org banyak,Joy
enak dong,Neutral
mampir yuk yang lagi nyari bacaan angst. dijamin nangis karena sedih banget,Sad
"kebanyakan orang menilai ku adalah seorang ""kata bodoh"" demikian malah sebaliknya selamat pagi dunia",Neutral
takut gak siih,Fear
semangat harinya kak semoga banyak orderan yaa,Joy
sepertinya harus cari teman lagi karena timeline sepi sekali,Neutral
udah puas bgt itu mam seblak,Joy
"tau ga si rasanya kecewa sama diri sendiri?? kaya yg ""oh gua gagal lagi"".",Sad
bodoh banggang tak sedaq dgn kediri sendiri tu org kata jenis tak reti nk bersyukur bg p la bnyk mna pun ttp takkan cukup nk ada hati pulak nk cantas aku bukan main bodoh banggang lagi habaq kta lani nk tukaq senang org tua takdak dh nanti semua aku potong nama,Anger
"banyak orang bahagia hari ini, yang sakit disembuhkan, yang sehat dijaga kesehatannya. yang sedih, semoga cepat bahagia.",Neutral
"saya sender, ahgase yang kesepian disini. walaupun saya ngikutin karna suka sama lagu lagunya got7, tapi bisa banget nemenin kamu nonton konsernya. saya anaknya mirip yugyeom dikit si, tengil rusuh gak bisa diem. suka jahilin orang yang disayang, it's fine?",Love
"semakin didengerin suara gue makin ga enak,gitu kok pengen duet sama jungkook, yang ada nanti dia sawan",Joy
"yep. ini satu2nya pesan mama sm bapak sehari sblm nikah ""jangan pernah mukul istri atau anak kamu nanti""",Neutral
"bener banget haha sampe skrg msih suka kebayang2 sendiri, temen2 yg baru nonton aja aku jdi ikutan nonton saking gamonnya",Joy
nasi biasa di canpur sambal cikur sangrai,Neutral
"fauzan yang mendengarkan kemurkaan sang ayah ketika dirinya mengutarakan mimpinya merasa kecewa. ia pikir, dirinya tak akan disuruh mengikuti ego sang ayah. seperti kakaknya, ronan, yang dipatahkan jua mimpinya untuk menjadi seorang pemusik.",Neutral
bapak pengkhianat negara bergaduh dengan bapak songlap negara dah tikam belakang ph nak jadi good cop  pulak lawak bodoh!,Anger
"ini kalo ga ada yang kelas, sepi dong",Sad
aku buncit dan pacarku malah suka banget. katanya gemesin. dia suka cubit2 perutku kalo lagi motoran,Joy
sedih banget,Sad
kalo makan pake mie enak,Joy
"selalu merasa kalo love me harder itu lagu yg org2 bakal suka. ibaratnya kalo jatuh cinta tuh ya pas pandangan pertama. di detik awal lagu udah dibikin . ga salah kalo hyunggu bilang pas produksi album equal, yon seolah2 nunjukkin kalo dia mau buat sesuatu yang ""amazing""",Love
"ini pada pindah ke fb apa? sepi amat, tumben loh ini wkwk",Neutral
pas mau menikmatia weekendku tbtb di awal weekend dpt kabar yg bikin harus full banting setir ganti jadwal letas enjoy this,Neutral
"sedih lihat timeline orang ini, kayak bukan orang sumbar.",Sad
iya gpp kok santai aja ^^,Neutral
"mrk 6:31 lalu ia berkata kepada mereka: ""marilah ke tempat yang sunyi, supaya kita sendirian, dan beristirahatlah seketika!"" sebab memang begitu banyaknya orang yang datang dan yang pergi, sehingga makanpun mereka tidak sempat. -- jangan lupa sarapan. selamat pagi.",Neutral
takan ada kesempatan kedua jika tahun ini kalian masih bego semua data hasil kaya saya sia sia buat cerdaskan kalian,Anger
"masih inget pas sn di vlive, soodam prnh kelepasan sebut soal denise dita mengiyakan. lalu suasana jadi hening dan seketika ganti topik. aku yakin kakak2nya di sn pasti sedih dg kepergian denise. mungkin di balik layar mereka tetap berhubungan baik meski sudah tdk bersama lagi",Sad
"dulu setiap lahan kosong bisa disulap jadi lapangan, sekarang kita memilih sewa untuk senang.",Neutral
"gua kaget pc gua ternyata udah 113:"") termasuk yg otw ke ina:"" maybe untuk ukuran kolektor gua termasuk paling sedikit:"" soalnya ini digabung sm pc grup lain:"" (cmn ya paling sekitar 20 pc sih dari grup lain)",Neutral
kaget ..anu anu jgn tanya saya,Fear
semangat wkwk,Joy
"naik mobil yang disopirin bapakku, ekstrim bgt, mentang2 jalan papua sepi, kecepatannya selalu di atas 100. rasanya kek diajak mati",Fear
kalo makji udah aktif gini pasti otomatis ngarep dapet saldo kaget padahal udah sering nyadar kalo akunku di lapak makji tuh gaib walaupun nimbrung ngeramein tiap hari juga,Neutral
gawajib nder. apalagi maaih bisa jangkau materi dari guru semangat sekolahnya,Neutral
ngakaka semangat~,Joy
iya juwi emosi nih gw pagi2,Anger
"omg lucu bingoo!! thankyou selllll ih gemes banget dikasi dino gini, suka banget",Love
"terlalu dini menjadi tulang punggung keluarga,ya sama.semangat kamu lantas berbahagia apapun kondisinya",Joy
"isin ora kisen. artinya kalau kamu malu maka perutmu tidak akan terisi. jadi, dalam melakukan suatu pekerjaan yang halal jangan malu malu karena malu akan menghambat rejekimu. sekian, terima kasih.",Neutral
mau marah,Anger
"¼kata kasar // harsh word ¼ bismillah asu babi bajingan celek jancuk kontol monyet tai anjing ngentot goblog tolol asuu astaghfirullahalazim, maaf",Anger
kuota aku abis hm sedih,Sad
"emang kagak biasa nih pelet, sakti amat dah",Neutral
sedih bangett :(,Sad
kebiasaan deh kasur suka posesif banget.,Love
biasa terjadi di ekon ekon tidak berpolowers,Neutral
"kalo biasa dengerin apa kata pastor, jangan ngomongin al-qur'an. lompat pagar namanya. jangan jadi begolah",Anger
"yg fungsinya ngawasin roda pemerintahan aja baru kaget belakangan. pdhal rakyat udh pd tereak2 kapan hari. dahlah.., semakin miris dan makin acakadut aja negeri ini.",Anger
hahaha tuh kan udah bangkotan bodoh pula,Anger
mana struknya udah dibuang lagi.. bego banget gueh,Sad
mana sepi lagi,Sad
"tak jamin kasih rumah perumnas ku satu ,jika loe bukan grombolannya mereka ?? sdh kelihatan pki pkinya di nkri nusantara siapa sih ?? ya yg suka teriak teriak pki .?? ditanya pki nya ,eehh ga ada ,diajak laporin ke polisi ya ga ada ,tapi jualan bakar bendera baru. ??",Anger
"cayy jangan lupaa makan siang yaa, jangan malu-malu untuk jbjb!",Fear
"suka banget sama evermore, semangat updatenya!!  - ngaah makasih sender! ;3",Love
"pasti kamu punyanya adik ketemu gede ya nder, makannya kamu ga biasa manggil adik. kamu bisanya manggil nama",Neutral
dipikir pikir aku orangnya sok asik nyatanya gak ngasikin kan . sok akrab banget padahal kayak jijik gitu sama aku ya udah gak bisa memaksa buat suka sama aku,Love
emang biasa aja sih makan steak tapi kan itu sesuatu yang mahal buat kami yang berpenghasilan umr,Neutral
aku sangat sedih karena membayangkan nasib anak cucu kita kelak mengalami kesengsaraan yang amat karena kekayaan alamnya habis sementara dampak bekas kerusakan eko system harus diperbaiki plus hutang yang melangit,Sad
"alasan utama nya adalah karna sangat"" melokaal (dari yg dia cover lagu cinta luar biasa, trs kalo ngomong indo tuh udah kek orang indo. bener"" yang kek ni orang beneran orang korea gaasih?! terus juga warna kulit nya yang aku suka. beda aja gtu dia sama temen""nya yg lain)..",Anger
ini kcg rumahan ga kemana-mana sama mamanya terus tapi itu lehernya kaya luka. apa karena suka gelut diajarin mamanya itu ya tapi masa sih? kcg! btw itu aku pegang posisi dia nyaman dan bentar kok,Fear
"begadang boleh saja kalo ada artinya, hyung",Neutral
ya allah marah betul tengok video ni,Anger
"arlian melanjutkan ""soalnya arlian emang suka bikin kue banyak gitu dan kadang di bagiin ke temen. sayangnya lupa nanya alamat kakak waktu itu jadi gak sempat anterin kesana."" atentsinya kembali berfokus pada sang lawan bicara ketika kak laura bercerita mengenai akhir pekannya.",Neutral
terlihat meyakinkan namun menyakitkan suatu sat kau akan mengingat ku entah sbg org bodoh yg berhasil engkau tipu atau sbg org baik yg kau sia2kan,Sad
"sedih bgt denger kabar denise, biasku di sc dia. suaranya cakep bgt ampun:(( tpi gpp apapun yang terbaik buat dia, wish i can hear your voice again:(",Sad
"dan pernyataan cinta itu dibalas oleh muyi, mrk lalu saling mengirim pesan manis di akun sina weibo masing""",Neutral
jangan di cepuin takut di cakar sama mix,Fear
"aku lbh suka pake exfo serum sih, tp jujurly somethinc bikin jatuh cinta bgt sih memang",Love
anggota dpr kaget terus teriak ..bebaskan rizik dewa baliho,Neutral
"pertemuan petama setelah 4thn tidak bertemu, terima kasih karena selalu peduli, terima kasih atas teguran dan semangat yg telah diberikan.. terima kasih telah hadir di perjalanan cerita ini",Joy
"mm”makasih i take your appreciation. kamu gemes banget anyway, i'm ellie. , let's go? kamu suka siapa di enhypen?",Love
"sch! ini caranya gimana yaa biar temen temen ekstrakurikuler ndak pake kelas sender buat jadi ruang pertemuan. udah ditegur sama wali kelas sender masih bebel banget, mana kalo pake tuh suka gak ijin, terus kelasnya dikotorin lagi, sama kipas gak dimatiin lagi. sebel liatnya",Anger
"banyak2 baca dan latihan ngerjain soal, tapi gue dulu suka kimia karena ibuknya baik, sabar dan enak banget ngajarnya, guru favorit guee pas sma wkwkk",Joy
"aku suka begadang, aku suka kopi, aku suka malam. tapi kesukaan terbesarku itu kamu",Love
malu buat bilang haha agak takut jug,Fear
pengen banget beliin layout kapel buat pcr virtual tapi masalahnya kita brdua suka layout mati lampu,Fear
"alhamdulillah yallah pagia"" dapat kabar baik rest well jimin",Joy
kecewa dengan semalam harini mulakan dengan 3 pointers,Sad
dari turunkan ayam 2 kupang baik buat polisi majukan industri sumber makanan negara. kita negara tropika kot apa jadah harap makanan ternakan import? bodoh sangat ke orang malaysia sampai dedak ayam pun tak boleh buat sendiri?,Anger
"aslii suka banget dulu pas masih sd-smp naik becaknya kakek trus penumpangnya aku ama nenek mau kepasar, atau ga kita muter alun2, astaga kangen",Love
tolol aja yg ngeseriusin,Anger
semangat cantik,Joy
eh takut bgtt,Fear
turun bb 8kg (testi wmp) solusi diet enak tanpa repot hanya rutin minum wmp juice aj order bbm wa 089654598758,Neutral
"ternyata w belum jodoh juga sama kampus ini, sedih sih tapi gak sesedih pas w gagal kemaren. akhirnya w cepet cepet move on sambil nyari kampus negeri yg masih buka pendaftaran",Sad
"tar paket gue yang rembes hujan kemarin dateng, dan gue diminta unboxing depan kurir trus bakal di videoin. kan gue malu yak",Fear
ayoo semangat pagi inii,Joy
"yay, nonton sendiri lebih enak.",Joy
dipeluk enak nih,Joy
aku yakin mereka bakal jengukin sih tapi kita ga tau ya mereka mau share apa enggak. yang penting jm ga sendirian lagi ahh copit bangsat. minta maaf lu bikin mimi sakit dan sndirian,Anger
"semangat buat hari ini, have a great day",Joy
enak dong klu di angetin,Joy
"knp ya hati ini sangat marah ketika pak jokowi d fitnah ,,",Anger
"masih lemes, ayo lebih semangat",Joy
akan menyelesaikan masalah kita dan kita tidak perlu takut lagi kepada dos kelapan. fasa klinikal dos kesembilan akan mengesahkan bahawa antibodi akan stabil selepas dos kesepuluh. dos kesebelas akan menjamin bahawa mutasi baru tidak akan terhasil dan tiada sebab untuk kita,Neutral
full sedih mazzehh,Sad
wkwkwakw ada kambing yg marah..,Joy
"gaada yang bikin gw seneng selain kabarnya jimin, sedih banget waktu berita sakitnya gw bner"" kepikiran. sampe ga tenang buat tidur juga",Sad
lu ga lebih dri org iri yg kebetulan tolol.,Anger
"aku tiap menetap di fandom tuh pasti ada ganti2 kesukaan pas di awal2. urutannya shokudaikiri ; hasebe ; azuki ; buzen dan yg first love itu kek sebenernya masih suka yg biasa aja sih, belom yg bucin bgt kek aku ke buzen :""d",Love
rindu ama doi :),Love
"yash, seneng banget hari ini dapet kabar jimin sembuh! i vote for for at the 2022",Joy
alesan takut kena congorna soalnya ada guru yg menantunya kena tp masih ngajar,Fear
ga enak badan karna hasil overthinking,Sad
takut &gt; ngantuk ?,Fear
umi pagi2 jangan marah-marah ya,Fear
ada saja kelakuan bocil,Neutral
"aku pernah ni begini, lebih ke malu sih wkwk karna masak bareng temen tapi seruuu",Joy
"huee ngakak that ah wkwk, mayan lah suntikan semangat sebelum perform",Joy
mu tolol,Anger
